"dataset
string","id
string","messages
list","direction
string","metadata
dict"
"nllb-seed","nllb-seed_8741","[{""content"": ""ترجم من الدارجة للإنجليزية: أثرت رغبة والتر كرايسلر على الجزء السفلي من التصميم، حيث كان باغي المبنى يكون مقر لشركة كرايسلر، وعلى هاد الاعتبار صُممت تفاصيل معمارية متنوعة باش تكون بحال منتجات تاع شركة كرايسلر للسيارات، مثل شعارات غطاء محرك سيارة بليموث (شوف)."", ""role"": ""user""},{""content"": ""Lower down, the design was affected by Walter Chrysler's intention to make the building the Chrysler Corporation's headquarters, and as such, various architectural details were modeled after Chrysler automobile products, such as the hood ornaments of the Plymouth (see )."", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_1895","[{""content"": ""ترجم من الدارجة للإنجليزية: والواقع هي أن اي واحد من هاد الألقاب والألقاب الإضافية (وغيرها) متمش التخلي عليها بالكامل."", ""role"": ""user""},{""content"": ""In fact, none of these (and other) additional epithets and titles had ever been completely discarded."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_2133","[{""content"": ""ترجم من الدارجة للإنجليزية: اللا, التا واهد ماكانعارفو."", ""role"": ""user""},{""content"": ""No, no one I recognize."", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_2747","[{""content"": ""ترجم من الدارجة للإنجليزية: تيموّل ماسك حتّى الشركات المعنية بتحسين الذكاء الاصطناعي بحال شركة ديب مايند وفكيريوس بغرض ""ملاحظة التطورات اللي تتلحق بالذكاء الاصطناعي صافي."", ""role"": ""user""},{""content"": ""Musk also funds companies developing artificial intelligence such as DeepMind and Vicarious to ""just keep an eye on what's going on with artificial intelligence."", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_1131","[{""content"": ""ترجم من الدارجة للإنجليزية: التاريخ الثقافي: كيعني دراسة الثقافة في الماضي."", ""role"": ""user""},{""content"": ""Cultural history: the study of culture in the past."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_17301","[{""content"": ""ترجم من الدارجة للإنجليزية: كولّا جمعا"", ""role"": ""user""},{""content"": ""every Friday"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_23397","[{""content"": ""ترجم من الدارجة للإنجليزية: شوف شوف"", ""role"": ""user""},{""content"": ""Watch out!"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_15219","[{""content"": ""ترجم من الدارجة للإنجليزية: مارهبا, تاخطيط لهاد لحافلا غادي إكون مومتيع"", ""role"": ""user""},{""content"": ""Hi, planning this party will be fun"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_423","[{""content"": ""ترجم من الدارجة للإنجليزية: فكرت سوانسون في الاول أنها غتقدر تقاعد من التمثيل،و لكن زواجها كانوا فيه المشاكل بزاف بسبب إدمان ديفي على الكحول منذ البداية."", ""role"": ""user""},{""content"": ""Swanson had initially thought she was going to be able to retire from acting, but the marriage was troubled by Davey's alcoholism from the start."", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_5869","[{""content"": ""ترجم من الدارجة للإنجليزية: في الواقع كانت هادي ثاني مرة كيتم فيها تخصيص معبد لملكة في التاريخ المصري القديم."", ""role"": ""user""},{""content"": ""This was in fact the second time in ancient Egyptian history that a temple was dedicated to a queen."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_10299","[{""content"": ""ترجم من الدارجة للإنجليزية: راجلي تعطّل"", ""role"": ""user""},{""content"": ""my husband is late"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_28521","[{""content"": ""ترجم من الدارجة للإنجليزية: قبل ماتكمّل"", ""role"": ""user""},{""content"": ""Before you move on"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_5061","[{""content"": ""ترجم من الدارجة للإنجليزية: أُ كانتمنّا أنّاك تكون مازال كاتلعب ل ڭويتار!"", ""role"": ""user""},{""content"": ""And I hope you still play the guitar!"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_2665","[{""content"": ""ترجم من الدارجة للإنجليزية: في ماليزيا، تتعتبر الكامبونج منطقة لي فيها 10,000 تاع السكان ولا قلّ."", ""role"": ""user""},{""content"": ""In Malaysia, a kampung is determined as a locality with 10,000 or fewer people."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_9111","[{""content"": ""ترجم من الدارجة للإنجليزية: تاقريبان 200 درهم"", ""role"": ""user""},{""content"": ""About 200 dhs"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_1109","[{""content"": ""ترجم من الدارجة للإنجليزية: كان فريتز كيسعى للحصول على عمل في تجارة الجعة وانتقل إلى أوماها، في نبراسكا، بحيث انه كان كيعمل في شركة ستورز لصناعة الجعة."", ""role"": ""user""},{""content"": ""Fritz was seeking work in the brewing trade and moved to Omaha, Nebraska, where he was employed by the Storz Brewing Company."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_33309","[{""content"": ""ترجم من الدارجة للإنجليزية: غانخلّي لغدا ديالي حتّا نكون فيا الجوع نيت."", ""role"": ""user""},{""content"": ""I'll leave my lunch until I'm really hungry."", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_6701","[{""content"": ""ترجم من الدارجة للإنجليزية: الاقتصاد الجزئي كيدرس الأسواق الفردية من خلال تبسيط النظام الاقتصادي بافتراض أن تحليل نشاط السوق مكيأثرش على الأسواق الأخرى."", ""role"": ""user""},{""content"": ""Microeconomics studies individual markets by simplifying the economic system by assuming that activity in the market being analysed does not affect other markets."", ""role"": ""assistant""}]","dr_en","null"
"doda_multi_turns","doda_multi_turns_2145","[{""content"": ""ترجم من الدارجة للإنجليزية: أُه اللا, هادشي ماشي مومتيع!"", ""role"": ""user""},{""content"": ""Oh no, that's not very fun!"", ""role"": ""assistant""},{""content"": ""ترجم: كايبكي علا لوعبا"", ""role"": ""user""},{""content"": ""He is crying for a toy"", ""role"": ""assistant""},{""content"": ""ترجم: هووّا عض ف التفّاحا"", ""role"": ""user""},{""content"": ""He bit the apple"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed_few_shot","nllb-seed_few_shot_659","[{""content"": ""ترجم من الدارجة للإنجليزية: لمخاطر المختبر يمكن تتضمن السموم؛ والعوامل المعدية؛ والمواد القابلة للاشتعال أو المتفجرة أو المشعة؛ والآلات المتحركة؛ ودرجات الحرارة القصوى؛ والليزر والحقول المغناطيسية القوية أو الجهد العالي. <|assistant|> Laboratory hazards might include poisons; infectious agents; flammable, explosive, or radioactive materials; moving machinery; extreme temperatures; lasers, strong magnetic fields or high voltage. <|user|> ترجم من الدارجة للإنجليزية: في البيئة الأكاديمية الحديثة، عادةً ما كيتجمعو الفنون مع العلوم الإنسانية و كمجموعة فرعية منها. <|assistant|> In modern academia, the arts are usually grouped with or as a subset of the humanities. <|user|> ترجم من الدارجة للإنجليزية: بزاف من المؤلفين كيستعملو هاد جوج الكلمات بحال مترادفات. <|assistant|> Many authors use these two words interchangeably. <|user|> ترجم من الدارجة للإنجليزية: كاين بعض الجدل على تاريخ تشييد بعض الكنائس."", ""role"": ""user""},{""content"": ""There is some controversy as to when some of the churches were constructed."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_32547","[{""content"": ""ترجم من الدارجة للإنجليزية: راه فيه ضال بزاف فلغابا بناسبا لييا"", ""role"": ""user""},{""content"": ""It's too shady in the forest for my liking"", ""role"": ""assistant""}]","dr_en","null"
"doda_few_shot","doda_few_shot_4839","[{""content"": ""ترجم من الدارجة للإنجليزية: نقدرو نڭولسو هنا أُ نتسناو شي واحد يلقانا <|assistant|> We could just sit here and wait for somebody to find us. <|user|> ترجم من الدارجة للإنجليزية: نشوفك معا التمنيا دلّيل <|assistant|> See you at 8 PM <|user|> ترجم من الدارجة للإنجليزية: مانقدرش نعاونك <|assistant|> I can't help you <|user|> ترجم من الدارجة للإنجليزية: عطيني التيساع"", ""role"": ""user""},{""content"": ""Get away"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_8899","[{""content"": ""ترجم من الدارجة للإنجليزية: كيفما يقدر يتستعملو شي ميكروبات معدلة وراثيًا في التعدين الحيوي والمعالجة الحيوية، وهادشي راجع لقدرتها على استخراج المعادن الثقيلة من بيئتها والخلط ديالها في مركبات يمكن تحصل عليها بسهولة أكبر."", ""role"": ""user""},{""content"": ""Certain genetically modified microbes can also be used in biomining and bioremediation, due to their ability to extract heavy metals from their environment and incorporate them into compounds that are more easily recoverable."", ""role"": ""assistant""}]","dr_en","null"
